,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success,SuccessPredict,SuccessPredictProb,SuccessPredictText
238,BlazBlue: Central Fiction,Fighting,Arc System Works,Aksys Games,2016-10-06,2016-11-04,2016-11-01,blazblue+central+fiction,https://psprices.com/region-us/search/?q=blazblue+central+fiction&platform=PS4&dlc=hide,True,85.0,-0.0005019246479228764,-0.09663270293186019,59.99,Action,MedPublishers,HighDevelopers,2016-11-01,2016.0,11.0,1.0,0,0.0,63.214999228474525,Failure
239,BlazBlue: Chrono Phantasma Extend,Fighting,Arc System Works,Aksys Games,2015-04-23,2015-10-23,2015-06-30,blazblue+chrono+phantasma+extend,https://psprices.com/region-us/search/?q=blazblue+chrono+phantasma+extend&platform=PS4&dlc=hide,True,78.0,-0.0006397989672977893,-0.22523153671349244,49.99,Action,MedPublishers,HighDevelopers,2015-06-30,2015.0,6.0,30.0,0,0.0,63.37024843851143,Failure
240,BlazBlue: Cross Tag Battle,Fighting,Arc System Works,Arc System Works,2018-05-31,2018-06-05,2018-06-05,blazblue+cross+tag+battle,https://psprices.com/region-us/search/?q=blazblue+cross+tag+battle&platform=PS4&dlc=hide,True,75.0,-0.0019766952145715924,0.1251047998037392,49.99,Action,MedPublishers,HighDevelopers,2018-06-05,2018.0,6.0,5.0,1,0.0,73.30099246714298,Failure
243,Blazing Chrome,Run and gunshooter,JoyMasher,The Arcade Crew,2019-07-12,2019-07-11,2019-07-12,blazing+chrome,https://psprices.com/region-us/search/?q=blazing+chrome&platform=PS4&dlc=hide,True,79.0,0.0,0.0,16.99,Shooter,LowPublishers,LowDevelopers,2019-07-12,2019.0,7.0,12.0,0,0.0,87.88354992456631,Failure
248,Bloodborne,Action role-playing,FromSoftware,Sony Computer Entertainment,2015-03-26,2015-03-25,2015-03-24,bloodborne,https://psprices.com/region-us/search/?q=bloodborne&platform=PS4&dlc=hide,True,91.0,-0.0013237599171297826,0.16382485905551464,59.99,Action,HighPublishers,HighDevelopers,2015-03-24,2015.0,3.0,24.0,1,0.0,56.46928307989361,Failure
250,Bloodstained: Ritual of the Night,Metroidvania,Inti Creates,505 Games,2019-10-24,2019-06-18,2019-06-18,bloodstained+ritual+of+the+night,https://psprices.com/region-us/search/?q=bloodstained+ritual+of+the+night&platform=PS4&dlc=hide,True,80.0,-0.00025321004212117105,-0.07336019291837316,39.99,Action,HighPublishers,HighDevelopers,2019-06-18,2019.0,6.0,18.0,0,0.0,82.99231683928042,Failure
254,Blue Reflection,Role-playing,Gust Co. Ltd.,Koei Tecmo,2017-03-30,2017-09-29,2017-09-26,blue+reflection,https://psprices.com/region-us/search/?q=blue+reflection&platform=PS4&dlc=hide,True,68.0,-0.0002575562403347866,-0.047571771859596254,59.99,RPG,HighPublishers,MedDevelopers,2017-09-26,2017.0,9.0,26.0,0,1.0,52.290052901236336,Success
261,Borderlands 3,"Action role-playing, first-person shooter",Gearbox Software,2K Games,2019-09-13,2019-09-13,2019-09-13,borderlands+3,https://psprices.com/region-us/search/?q=borderlands+3&platform=PS4&dlc=hide,True,70.0,-0.00044086934039155737,-0.057380136543933265,59.99,Shooter,MedPublishers,MedDevelopers,2019-09-13,2019.0,9.0,13.0,0,0.0,65.72494684320375,Failure
262,Borderlands: Game of the Year Edition,"Action role-playing, first-person shooter",Gearbox Software,2K Games,2019-04-03,2019-04-03,2019-04-03,borderlands+game+of+the+year+edition,https://psprices.com/region-us/search/?q=borderlands+game+of+the+year+edition&platform=PS4&dlc=hide,True,73.0,-0.0003507128061801406,-0.11874001348582641,29.99,Shooter,MedPublishers,MedDevelopers,2019-04-03,2019.0,4.0,3.0,0,0.0,77.23721123696869,Failure
263,Borderlands: The Handsome Collection,"Action role-playing, first-person shooter",Gearbox Software,2K Games,2015-05-14,2015-03-27,2015-03-24,borderlands+the+handsome+collection,https://psprices.com/region-us/search/?q=borderlands+the+handsome+collection&platform=PS4&dlc=hide,True,83.0,-0.0004577123595003767,-0.24487902115027788,59.99,Shooter,MedPublishers,MedDevelopers,2015-03-24,2015.0,3.0,24.0,0,1.0,53.36471437393164,Success
264,Bound,"3D platform, art",Plastic,Sony Interactive Entertainment,2016-08-16,2016-08-16,2016-08-16,bound,https://psprices.com/region-us/search/?q=bound&platform=PS4&dlc=hide,True,72.0,-0.00015413496676678043,-0.15205050828345518,19.99,Platformer,HighPublishers,LowDevelopers,2016-08-16,2016.0,8.0,16.0,0,0.0,68.43316260174194,Failure
271,Brawlout,Fighting,Angry Mob Games,Angry Mob Games,2018-08-23,2018-08-21,2018-08-21,brawlout,https://psprices.com/region-us/search/?q=brawlout&platform=PS4&dlc=hide,True,64.0,-0.00025617905080924796,0.01778090363046534,17.99,Action,LowPublishers,LowDevelopers,2018-08-21,2018.0,8.0,21.0,0,0.0,79.77615863506671,Failure
274,Bridge Constructor,Simulation,ClockStone,Headup Games,2017-06-16,2016-12-14,2016-12-13,bridge+constructor,https://psprices.com/region-us/search/?q=bridge+constructor&platform=PS4&dlc=hide,True,64.0,3.2356491527100556e-05,-0.23199491168773667,9.99,Simulation,MedPublishers,MedDevelopers,2016-12-13,2016.0,12.0,13.0,0,0.0,71.0178620360526,Failure
275,Bridge Constructor Portal,Simulation,ClockStone,Headup Games,2018-02-28,2018-02-28,2018-02-28,bridge+constructor+portal,https://psprices.com/region-us/search/?q=bridge+constructor+portal&platform=PS4&dlc=hide,True,76.0,-0.00048531278125574906,-0.06824386790469536,14.99,Simulation,MedPublishers,MedDevelopers,2018-02-28,2018.0,2.0,28.0,0,0.0,84.01358139353093,Failure
278,Broforce,"Platform, run and gun",Free Lives,Devolver Digital,2016-03-02,2016-03-01,2016-03-01,broforce,https://psprices.com/region-us/search/?q=broforce&platform=PS4&dlc=hide,True,79.0,-0.0006363939875060275,-0.12127088903119027,14.99,Platformer,HighPublishers,LowDevelopers,2016-03-01,2016.0,3.0,1.0,0,0.0,68.69870206091076,Failure
281,Broken Sword 5: The Serpent's Curse,Point-and-click adventure,Revolution Software,Revolution Software,2019-04-26,2015-09-04,2015-09-04,broken+sword+5+the+serpents+curse,https://psprices.com/region-us/search/?q=broken+sword+5+the+serpents+curse&platform=PS4&dlc=hide,True,73.0,-0.0016733206242402843,-0.0845559124467074,24.99,Adventure,LowPublishers,LowDevelopers,2015-09-04,2015.0,9.0,4.0,1,0.0,59.74691636358103,Failure
290,Bulletstorm: Full Clip Edition,First-person shooter,People Can Fly,Gearbox Software,2017-04-07,2017-04-07,2017-04-07,bulletstorm+full+clip+edition,https://psprices.com/region-us/search/?q=bulletstorm+full+clip+edition&platform=PS4&dlc=hide,True,74.0,-0.001479851035967507,0.1432270239116839,50.99,Shooter,LowPublishers,MedDevelopers,2017-04-07,2017.0,4.0,7.0,1,0.0,51.83587554249175,Failure
291,Burnout Paradise Remastered,Racing,Stellar Entertainment,Electronic Arts,2018-03-15,2018-03-16,2018-03-16,burnout+paradise+remastered,https://psprices.com/region-us/search/?q=burnout+paradise+remastered&platform=PS4&dlc=hide,True,79.0,-0.0024476925927951637,-0.04576637904493222,39.99,Sports,HighPublishers,LowDevelopers,2018-03-16,2018.0,3.0,16.0,1,0.0,72.13399069086387,Failure
295,Caladrius Blaze,Shoot 'em up,Moss,H2 Interactive,2016-08-09,2016-08-09,2016-08-09,caladrius+blaze,https://psprices.com/region-us/search/?q=caladrius+blaze&platform=PS4&dlc=hide,True,65.0,-0.0012050072589114762,-0.05002668904366228,29.99,Shooter,LowPublishers,MedDevelopers,2016-08-09,2016.0,8.0,9.0,1,0.0,53.87216298417843,Failure
296,The Caligula Effect: Overdose,Role-playing,FuRyu,FuRyu,2018-05-17,2019-03-15,2019-03-12,the+caligula+effect+overdose,https://psprices.com/region-us/search/?q=the+caligula+effect+overdose&platform=PS4&dlc=hide,True,62.0,-0.0003584372240498186,-0.12353552853218153,49.99,RPG,LowPublishers,LowDevelopers,2019-03-12,2019.0,3.0,12.0,0,0.0,64.33574970336258,Failure
298,Call of Duty: Advanced Warfare,First-person shooter,Sledgehammer Games,Activision,2014-11-13,2014-11-04,2014-11-04,call+of+duty+advanced+warfare,https://psprices.com/region-us/search/?q=call+of+duty+advanced+warfare&platform=PS4&dlc=hide,True,80.0,-0.0008200069659623887,-0.0645654393807217,59.99,Shooter,HighPublishers,MedDevelopers,2014-11-04,2014.0,11.0,4.0,0,1.0,70.10793118148302,Success
301,Call of Duty: Ghosts,First-person shooter,Infinity Ward,Activision,2014-02-22,2013-11-29,2013-11-15,call+of+duty+ghosts,https://psprices.com/region-us/search/?q=call+of+duty+ghosts&platform=PS4&dlc=hide,True,72.0,-0.0005455579624621654,-0.21804647302807342,59.99,Shooter,HighPublishers,MedDevelopers,2013-11-15,2013.0,11.0,15.0,0,1.0,77.42435574607634,Success
302,Call of Duty: Infinite Warfare,First-person shooter,Infinity Ward,Activision,2016-11-04,2016-11-04,2016-11-04,call+of+duty+infinite+warfare,https://psprices.com/region-us/search/?q=call+of+duty+infinite+warfare&platform=PS4&dlc=hide,True,75.0,-0.0003915897499865864,-0.029369850257847947,59.99,Shooter,HighPublishers,MedDevelopers,2016-11-04,2016.0,11.0,4.0,0,1.0,60.257325838638046,Success
303,Call of Duty: Modern Warfare,First-person shooter,Infinity Ward,Activision,2019-10-25,2019-10-25,2019-10-25,call+of+duty+modern+warfare,https://psprices.com/region-us/search/?q=call+of+duty+modern+warfare&platform=PS4&dlc=hide,True,82.0,-0.0004174887839430778,-0.0370042037003421,59.99,Shooter,HighPublishers,MedDevelopers,2019-10-25,2019.0,10.0,25.0,0,0.0,71.20317180773084,Failure
304,Call of Duty: Modern Warfare Remastered,First-person shooter,Raven Software,Activision,2016-11-04,2016-11-04,2016-11-04,call+of+duty+modern+warfare+remastered,https://psprices.com/region-us/search/?q=call+of+duty+modern+warfare+remastered&platform=PS4&dlc=hide,True,82.0,-0.0005138375108104767,-0.03151596689566512,39.99,Shooter,HighPublishers,HighDevelopers,2016-11-04,2016.0,11.0,4.0,0,0.0,67.0243706137791,Failure
305,Call of Duty: WWII,First-person shooter,Sledgehammer Games,Activision,2017-11-03,2017-11-03,2017-11-03,call+of+duty+wwii,https://psprices.com/region-us/search/?q=call+of+duty+wwii&platform=PS4&dlc=hide,True,77.0,-0.0004648362454847658,-0.18749943436230815,59.99,Shooter,HighPublishers,MedDevelopers,2017-11-03,2017.0,11.0,3.0,0,1.0,52.01760822506331,Success
309,Candle: The Power of the Flame,Adventureplatformer,Teku Studios,Merge Games,2019-10-10,2018-07-25,2018-07-24,candle+the+power+of+the+flame,https://psprices.com/region-us/search/?q=candle+the+power+of+the+flame&platform=PS4&dlc=hide,True,70.0,-0.0009434182783582439,-0.03221001034832506,17.99,Adventure,MedPublishers,LowDevelopers,2018-07-24,2018.0,7.0,24.0,0,0.0,84.51316824997797,Failure
311,Capcom Beat 'Em Up Bundle,Beat 'em up,Capcom,Capcom,2018-09-20,2018-09-18,2018-09-18,capcom+beat+em+up+bundle,https://psprices.com/region-us/search/?q=capcom+beat+em+up+bundle&platform=PS4&dlc=hide,True,77.0,-0.00030725840921591195,-0.07989502604718889,19.99,Action,HighPublishers,HighDevelopers,2018-09-18,2018.0,9.0,18.0,0,0.0,85.40287836765916,Failure
314,Carmageddon: Max Damage,Vehicular combat,Stainless Games,Stainless Games,2016-07-08,2016-07-08,2016-07-08,carmageddon+max+damage,https://psprices.com/region-us/search/?q=carmageddon+max+damage&platform=PS4&dlc=hide,True,52.0,-0.0021196504002978923,-0.1585561031886125,39.99,Action,LowPublishers,LowDevelopers,2016-07-08,2016.0,7.0,8.0,1,1.0,57.0499304783518,Success
315,Cars 3: Driven to Win,Racing,Avalanche Software,WB Games,2017-07-20,2017-07-14,2017-07-13,cars+3+driven+to+win,https://psprices.com/region-us/search/?q=cars+3+driven+to+win&platform=PS4&dlc=hide,True,64.0,-0.0018012129894070736,-0.03883437973810963,59.99,Sports,HighPublishers,MedDevelopers,2017-07-13,2017.0,7.0,13.0,1,1.0,60.412768813542684,Success
323,CastleStorm: Definitive Edition,Tower defense,Zen Studios,Zen Studios,2015-03-11,2014-10-15,2014-09-23,castlestorm+definitive+edition,https://psprices.com/region-us/search/?q=castlestorm+definitive+edition&platform=PS4&dlc=hide,True,76.0,-0.0012961033869425926,-0.09361856135752653,14.99,Strategy,MedPublishers,MedDevelopers,2014-09-23,2014.0,9.0,23.0,1,0.0,64.53573129366728,Failure
328,Catlateral Damage,Simulation,Manekoware,Fire Hose Games,2016-10-13,2016-06-13,2016-03-22,catlateral+damage,https://psprices.com/region-us/search/?q=catlateral+damage&platform=PS4&dlc=hide,True,58.0,-0.0007415429574983657,-0.08273812786846668,9.99,Simulation,LowPublishers,LowDevelopers,2016-03-22,2016.0,3.0,22.0,0,0.0,66.97855788186504,Failure
329,Cat Quest,Action role-playing,The Gentlebros,PQube,2017-11-27,2017-11-10,2017-11-14,cat+quest,https://psprices.com/region-us/search/?q=cat+quest&platform=PS4&dlc=hide,True,75.0,-0.0005823004838899828,0.009120549124613199,12.99,Action,MedPublishers,MedDevelopers,2017-11-14,2017.0,11.0,14.0,0,0.0,80.5519000661082,Failure
332,Celeste,Platform,Matt Thorson,Matt Makes Games,2019-09-10,2018-01-25,2018-01-25,celeste,https://psprices.com/region-us/search/?q=celeste&platform=PS4&dlc=hide,True,91.0,-0.0004432170844457597,-0.01679344853448252,19.99,Platformer,LowPublishers,MedDevelopers,2018-01-25,2018.0,1.0,25.0,0,0.0,85.48486979376284,Failure
334,Chaos;Child,Visual novel,Nitroplus,5pb.,2015-06-25,2017-10-13,2017-10-24,chaos+child,https://psprices.com/region-us/search/?q=chaos+child&platform=PS4&dlc=hide,True,79.0,-0.00036981810405111435,-0.005362362508741208,59.99,Adventure,MedPublishers,MedDevelopers,2017-10-24,2017.0,10.0,24.0,0,0.0,62.1593554440379,Failure
335,Chaos Code: New Sign of Catastrophe,Fighting,FK Digital,Arc System Works,2017-03-15,2017-03-15,2017-03-15,chaos+code+new+sign+of+catastrophe,https://psprices.com/region-us/search/?q=chaos+code+new+sign+of+catastrophe&platform=PS4&dlc=hide,True,69.0,0.0,0.0,19.99,Action,MedPublishers,LowDevelopers,2017-03-15,2017.0,3.0,15.0,0,0.0,75.35640795858139,Failure
336,Chaos on Deponia,Point-and-click adventure,Daedalic Entertainment,Daedalic Entertainment,2017-12-06,2017-12-06,2017-12-06,chaos+on+deponia,https://psprices.com/region-us/search/?q=chaos+on+deponia&platform=PS4&dlc=hide,True,70.0,-0.0005534531766423668,-0.23065725578020552,19.99,Adventure,MedPublishers,HighDevelopers,2017-12-06,2017.0,12.0,6.0,0,0.0,81.17453459068311,Failure
337,Chariot,"Adventure, platform",Frima Studio,Frima Studio,2015-03-25,2014-10-29,2014-09-30,chariot,https://psprices.com/region-us/search/?q=chariot&platform=PS4&dlc=hide,True,75.0,-0.000495751768311847,-0.09861127713850822,14.99,Adventure,LowPublishers,MedDevelopers,2014-09-30,2014.0,9.0,30.0,0,0.0,62.814413965106695,Failure
338,Chasm,"Role-playing, platform",Discord Games,Discord Games,2018-07-31,2018-07-31,2018-07-31,chasm,https://psprices.com/region-us/search/?q=chasm&platform=PS4&dlc=hide,True,74.0,-0.0005294690999811415,0.05831525321873049,17.99,RPG,LowPublishers,LowDevelopers,2018-07-31,2018.0,7.0,31.0,0,0.0,85.41089252684422,Failure
340,Child of Light,Role-playing,Ubisoft Montreal,Ubisoft,2014-05-01,2014-04-30,2014-04-29,child+of+light,https://psprices.com/region-us/search/?q=child+of+light&platform=PS4&dlc=hide,True,82.0,-0.00030491439145473336,-0.21650451931642478,14.99,RPG,HighPublishers,HighDevelopers,2014-04-29,2014.0,4.0,29.0,0,0.0,70.98765422207482,Failure
348,Chroma Squad,Turn-based,Behold Studios,Bandai Namco Entertainment,2017-05-19,2017-05-19,2017-05-19,chroma+squad,https://psprices.com/region-us/search/?q=chroma+squad&platform=PS4&dlc=hide,True,75.0,-0.000569977135938536,-0.013187838094328186,14.99,Strategy,HighPublishers,LowDevelopers,2017-05-19,2017.0,5.0,19.0,0,0.0,77.56678307425882,Failure
349,Chronicles of Teddy: Harmony of Exidus,Adventure,LookAtMyGame,Aksys Games,2016-12-14,2016-03-29,2016-03-29,chronicles+of+teddy+harmony+of+exidus,https://psprices.com/region-us/search/?q=chronicles+of+teddy+harmony+of+exidus&platform=PS4&dlc=hide,True,74.0,-0.0004982360373613379,-0.3022655647442422,14.99,Adventure,MedPublishers,LowDevelopers,2016-03-29,2016.0,3.0,29.0,0,0.0,78.15336067874149,Failure
353,Citizens of Earth,Role-playing,Atlus,Eden Industries,2016-10-26,2015-01-21,2015-01-20,citizens+of+earth,https://psprices.com/region-us/search/?q=citizens+of+earth&platform=PS4&dlc=hide,True,68.0,-0.001004427015710317,-0.12789792742754322,14.99,RPG,LowPublishers,LowDevelopers,2015-01-20,2015.0,1.0,20.0,1,0.0,62.504400022523875,Failure
357,Cladun Returns: This is Sengoku!,Role-playing,Nippon Ichi Software,NIS America,2014-05-27,2017-06-17,2017-06-06,cladun+returns+this+is+sengoku,https://psprices.com/region-us/search/?q=cladun+returns+this+is+sengoku&platform=PS4&dlc=hide,True,73.0,-0.0016904614136577136,0.05860891894000127,39.99,RPG,MedPublishers,HighDevelopers,2017-06-06,2017.0,6.0,6.0,1,0.0,71.47018640257478,Failure
363,Clustertruck,Platform,Landfall Games,tinyBuild,2016-09-27,2016-09-27,2016-09-27,clustertruck,https://psprices.com/region-us/search/?q=clustertruck&platform=PS4&dlc=hide,True,77.0,-0.0007705856706109126,-0.138918382697794,14.99,Platformer,MedPublishers,LowDevelopers,2016-09-27,2016.0,9.0,27.0,0,0.0,81.42475324649054,Failure
368,Comet Crash 2,Real-time strategy,Pelfast,Pelfast,2017-08-10,2017-08-08,2017-08-08,comet+crash+2,https://psprices.com/region-us/search/?q=comet+crash+2&platform=PS4&dlc=hide,True,77.0,-0.0009129819477906253,-0.0757067881442032,14.99,Strategy,LowPublishers,LowDevelopers,2017-08-08,2017.0,8.0,8.0,0,0.0,79.63169377371113,Failure
371,Conan Exiles,"Open world, survival",Funcom,Koch Media,2018-05-08,2018-05-08,2018-05-08,conan+exiles,https://psprices.com/region-us/search/?q=conan+exiles&platform=PS4&dlc=hide,True,70.0,-0.0003121874456055057,-0.06805243312359573,49.99,Action,MedPublishers,MedDevelopers,2018-05-08,2018.0,5.0,8.0,0,0.0,60.946042756823225,Failure
379,Contra Anniversary Collection,Run and gun,Konami,Konami,2019-06-12,2019-06-11,2019-06-11,contra+anniversary+collection,https://psprices.com/region-us/search/?q=contra+anniversary+collection&platform=PS4&dlc=hide,True,76.0,4.6626859224201104e-05,-0.21600817916512047,19.99,Shooter,HighPublishers,HighDevelopers,2019-06-11,2019.0,6.0,11.0,0,0.0,86.60642602605625,Failure
381,Contrast,"Platform, puzzle",Compulsion Games,Compulsion Games,2014-02-22,2013-11-29,2013-11-15,contrast,https://psprices.com/region-us/search/?q=contrast&platform=PS4&dlc=hide,True,59.0,-0.0009377619980910413,-0.3229619064831992,14.99,Puzzle,LowPublishers,MedDevelopers,2013-11-15,2013.0,11.0,15.0,0,1.0,59.28014857230092,Success
387,Costume Quest 2,"Adventure, role-playing",Double Fine Productions,Double Fine Productions,2014-10-31,2014-10-31,2014-10-31,costume+quest+2,https://psprices.com/region-us/search/?q=costume+quest+2&platform=PS4&dlc=hide,True,71.0,0.00038131515006519174,-0.516999415739991,14.99,RPG,MedPublishers,HighDevelopers,2014-10-31,2014.0,10.0,31.0,0,0.0,73.4232243436651,Failure
389,The Count Lucanor,Action-adventure,Baroque Decay,Merge Games,2018-01-09,2018-01-09,2018-01-09,the+count+lucanor,https://psprices.com/region-us/search/?q=the+count+lucanor&platform=PS4&dlc=hide,True,75.0,-0.0007558918381688653,-0.11839229187437678,14.99,Adventure,MedPublishers,LowDevelopers,2018-01-09,2018.0,1.0,9.0,0,0.0,82.90462726970291,Failure
390,CounterSpy,"Side-scroller, stealth",Dynamighty,Sony Computer Entertainment,2014-08-21,2014-08-20,2014-08-19,counterspy,https://psprices.com/region-us/search/?q=counterspy&platform=PS4&dlc=hide,True,68.0,-0.00037401804823352047,-0.08382998586712904,14.99,Platformer,HighPublishers,LowDevelopers,2014-08-19,2014.0,8.0,19.0,0,0.0,55.914133209130966,Failure
391,Crash Bandicoot N. Sane Trilogy,Platform,Vicarious Visions,WW: ActivisionJP: Sony Interactive Entertainment,2017-08-03,2017-06-30,2017-06-30,crash+bandicoot+n+sane+trilogy,https://psprices.com/region-us/search/?q=crash+bandicoot+n+sane+trilogy&platform=PS4&dlc=hide,True,79.0,-0.00024329356027933983,-0.027544119145064536,39.99,Platformer,LowPublishers,MedDevelopers,2017-06-30,2017.0,6.0,30.0,0,0.0,69.65180525164368,Failure
